,名次,馬號,馬名,騎師,練馬師,實際 負磅,排位 體重,檔位,頭馬 距離,沿途 走位,完成 時間,獨贏 賠率,Date,RaceNo,Venue,Class,Distance,VenueCondition,RaceStakes,WinnerNo,nHorse,Winner,PLACE
1,2,11,一定美麗(E279),巴度,蔡約翰,119,1172,1,頸位,5 4 3 2,1:21.50,12.0,2022-06-25,9,沙田,第二班,1400米,好地至快地,"HK$ 2,400,000",3,11,False,True
3,4,1,金剛福星(D017),田泰安,蔡約翰,135,1030,8,2-1/2,11 12 12 10 4,1:50.11,13.0,2022-06-28,1,跑馬地,第五班,1800米,好地至快地,"HK$ 780,000",7,12,False,False
8,9,2,天空之城(E370),馬雅,呂健威,135,1049,9,6-1/4,9 9 10 12 9,1:50.70,21.0,2022-06-28,1,跑馬地,第五班,1800米,好地至快地,"HK$ 780,000",7,12,False,False
4,5,3,赤子雄心(E489),薛恩,方嘉柏,134,996,1,2-3/4,5 5 5 5 5,1:50.14,5.5,2022-06-28,1,跑馬地,第五班,1800米,好地至快地,"HK$ 780,000",7,12,False,False
6,7,4,生生福運(D274),梁家俊,徐雨石,130,1030,6,5,8 8 6 3 7,1:50.49,13.0,2022-06-28,1,跑馬地,第五班,1800米,好地至快地,"HK$ 780,000",7,12,False,False
1,2,5,有力(E017),何澤堯,鄭俊偉,129,1036,5,1/2,3 4 4 2 2,1:49.78,6.7,2022-06-28,1,跑馬地,第五班,1800米,好地至快地,"HK$ 780,000",7,12,False,True
2,3,6,勝出魅力(D192),希威森,韋達,129,1227,4,1-3/4,6 6 7 4 3,1:49.96,7.2,2022-06-28,1,跑馬地,第五班,1800米,好地至快地,"HK$ 780,000",7,12,False,True
0,1,7,馬主星輝(B427),蔡明紹,蘇偉賢,128,1121,2,-,7 7 8 7 1,1:49.70,10.0,2022-06-28,1,跑馬地,第五班,1800米,好地至快地,"HK$ 780,000",7,12,True,True
11,12,8,老表醒(D249),潘頓,葉楚航,128,1044,10,15,12 11 11 11 12,1:52.09,8.5,2022-06-28,1,跑馬地,第五班,1800米,好地至快地,"HK$ 780,000",7,12,False,False
7,8,9,華美福星(E086),巴度,告東尼,126,1129,7,5,4 2 1 1 8,1:50.51,6.9,2022-06-28,1,跑馬地,第五班,1800米,好地至快地,"HK$ 780,000",7,12,False,False
5,6,10,世紀之威(D301),莫雷拉,賀賢,122,913,11,2-3/4,10 10 9 8 6,1:50.14,9.5,2022-06-28,1,跑馬地,第五班,1800米,好地至快地,"HK$ 780,000",7,12,False,False
9,10,11,奮鬥從心(D466),潘明輝,何良,119,1252,12,7-3/4,1 1 2 6 10,1:50.93,66.0,2022-06-28,1,跑馬地,第五班,1800米,好地至快地,"HK$ 780,000",7,12,False,False
10,11,12,怡威(C496),賀銘年,苗禮德,118,1037,3,13,2 3 3 9 11,1:51.78,13.0,2022-06-28,1,跑馬地,第五班,1800米,好地至快地,"HK$ 780,000",7,12,False,False
1,2,1,翡翠鳳凰(D179),薛恩,羅富全,135,1155,6,1,2 2 2 2,1:39.57,29.0,2022-06-28,2,跑馬地,第四班,1650米,好地至快地,"HK$ 1,040,000",11,11,False,True
8,9,2,行雲流水(D233),莫雷拉,沈集成,134,1188,8,5-1/2,7 7 9 9,1:40.30,21.0,2022-06-28,2,跑馬地,第四班,1650米,好地至快地,"HK$ 1,040,000",11,11,False,False
4,5,3,大地歡笑(E353),周俊樂,容天鵬,124,1122,3,2-3/4,4 4 3 5,1:39.85,9.7,2022-06-28,2,跑馬地,第四班,1650米,好地至快地,"HK$ 1,040,000",11,11,False,False
6,7,4,威威高星(D101),嘉里,賀賢,126,1169,4,4-1/4,5 5 6 7,1:40.09,4.6,2022-06-28,2,跑馬地,第四班,1650米,好地至快地,"HK$ 1,040,000",11,11,False,False
9,10,5,龍戰士(C153),蔡明紹,蘇保羅,124,1099,10,6-3/4,10 10 10 10,1:40.51,16.0,2022-06-28,2,跑馬地,第四班,1650米,好地至快地,"HK$ 1,040,000",11,11,False,False
5,6,6,童話(B238),巫顯東,徐雨石,121,1118,2,2-3/4,3 3 4 6,1:39.87,15.0,2022-06-28,2,跑馬地,第四班,1650米,好地至快地,"HK$ 1,040,000",11,11,False,False
2,3,7,創建群英(D464),潘頓,丁冠豪,123,1053,1,1,1 1 1 3,1:39.59,4.6,2022-06-28,2,跑馬地,第四班,1650米,好地至快地,"HK$ 1,040,000",11,11,False,True
10,11,8,三劍俠(E303),梁家俊,徐雨石,122,984,7,12-1/4,8 8 8 11,1:41.38,41.0,2022-06-28,2,跑馬地,第四班,1650米,好地至快地,"HK$ 1,040,000",11,11,False,False
7,8,9,亞洲籐王(G035),希威森,高伯新,121,1154,11,5-1/4,11 11 7 8,1:40.27,12.0,2022-06-28,2,跑馬地,第四班,1650米,好地至快地,"HK$ 1,040,000",11,11,False,False
3,4,10,多多歡笑(E362),巴度,方嘉柏,116,1061,9,2,9 9 11 4,1:39.72,5.5,2022-06-28,2,跑馬地,第四班,1650米,好地至快地,"HK$ 1,040,000",11,11,False,False
0,1,11,蟲草之凰(E107),馬雅,呂健威,117,1083,5,-,6 6 5 1,1:39.42,5.3,2022-06-28,2,跑馬地,第四班,1650米,好地至快地,"HK$ 1,040,000",11,11,True,True
7,8,1,進力之城(D113),希威森,韋達,131,1108,12,7-1/4,2 2 8,1:10.52,24.0,2022-06-28,3,跑馬地,第四班,1200米,好地至快地,"HK$ 1,040,000",4,12,False,False
2,3,2,董大(E451),班德禮,沈集成,130,1153,7,2-1/4,7 7 3,1:09.74,9.1,2022-06-28,3,跑馬地,第四班,1200米,好地至快地,"HK$ 1,040,000",4,12,False,True
6,7,3,鼓浪順風(D040),梁家俊,姚本輝,128,1197,9,6-1/4,10 9 7,1:10.36,14.0,2022-06-28,3,跑馬地,第四班,1200米,好地至快地,"HK$ 1,040,000",4,12,False,False
0,1,4,國士無雙(G006),巴度,方嘉柏,128,1098,1,-,4 4 1,1:09.36,5.3,2022-06-28,3,跑馬地,第四班,1200米,好地至快地,"HK$ 1,040,000",4,12,True,True
11,12,5,順利取勝(G403),莫雷拉,蔡約翰,127,1211,3,12,3 3 12,1:11.29,4.1,2022-06-28,3,跑馬地,第四班,1200米,好地至快地,"HK$ 1,040,000",4,12,False,False
10,11,6,好馬力(G327),嘉里,大衛希斯,127,1217,6,9-1/2,8 10 11,1:10.89,59.0,2022-06-28,3,跑馬地,第四班,1200米,好地至快地,"HK$ 1,040,000",4,12,False,False
3,4,7,前風(E281),巫顯東,徐雨石,125,1031,2,2-1/2,6 5 4,1:09.76,20.0,2022-06-28,3,跑馬地,第四班,1200米,好地至快地,"HK$ 1,040,000",4,12,False,False
8,9,8,友瑩日(G089),潘頓,蘇保羅,123,1169,11,8,11 11 9,1:10.63,23.0,2022-06-28,3,跑馬地,第四班,1200米,好地至快地,"HK$ 1,040,000",4,12,False,False
4,5,9,紅鬃烈馬(D087),何澤堯,葉楚航,120,1042,5,4,5 6 5,1:10.01,7.1,2022-06-28,3,跑馬地,第四班,1200米,好地至快地,"HK$ 1,040,000",4,12,False,False
1,2,10,喜駿之星(D033),潘明輝,文家良,116,1141,4,1/2,1 1 2,1:09.44,3.7,2022-06-28,3,跑馬地,第四班,1200米,好地至快地,"HK$ 1,040,000",4,12,False,True
5,6,11,大家開心(E029),田泰安,文家良,116,1110,8,5-3/4,9 8 6,1:10.27,30.0,2022-06-28,3,跑馬地,第四班,1200米,好地至快地,"HK$ 1,040,000",4,12,False,False
9,10,12,恆駿之寶(E311),楊明綸,蘇偉賢,115,1038,10,9-1/2,12 12 10,1:10.88,94.0,2022-06-28,3,跑馬地,第四班,1200米,好地至快地,"HK$ 1,040,000",4,12,False,False
1,2,1,電子傳奇(G028),潘頓,文家良,135,1094,6,1/2,3 3 3 2,1:39.65,5.1,2022-06-28,5,跑馬地,第四班,1650米,好地至快地,"HK$ 1,040,000",5,11,False,True
10,11,2,陽明高高(B132),馬雅,呂健威,131,1109,9,8,10 10 10 11,1:40.85,44.0,2022-06-28,5,跑馬地,第四班,1650米,好地至快地,"HK$ 1,040,000",5,11,False,False
5,6,3,但求快活(G133),薛恩,大衛希斯,130,1108,2,2-1/2,6 7 7 6,1:39.97,9.5,2022-06-28,5,跑馬地,第四班,1650米,好地至快地,"HK$ 1,040,000",5,11,False,False
2,3,4,好運寶寶(D372),梁家俊,告東尼,130,1192,11,1,1 1 1 3,1:39.72,33.0,2022-06-28,5,跑馬地,第四班,1650米,好地至快地,"HK$ 1,040,000",5,11,False,True
0,1,5,大師級(C271),田泰安,丁冠豪,127,1155,1,-,5 5 4 1,1:39.56,6.8,2022-06-28,5,跑馬地,第四班,1650米,好地至快地,"HK$ 1,040,000",5,11,True,True
7,8,6,功夫茶(C136),霍宏聲,賀賢,127,1147,7,2-3/4,4 4 5 8,1:40.02,13.0,2022-06-28,5,跑馬地,第四班,1650米,好地至快地,"HK$ 1,040,000",5,11,False,False
6,7,7,傲龍駒(D164),班德禮,容天鵬,125,1081,4,2-3/4,8 9 9 7,1:40.00,10.0,2022-06-28,5,跑馬地,第四班,1650米,好地至快地,"HK$ 1,040,000",5,11,False,False
9,10,8,精彩非凡(D327),巴度,方嘉柏,125,1180,3,5-1/2,7 6 6 10,1:40.45,10.0,2022-06-28,5,跑馬地,第四班,1650米,好地至快地,"HK$ 1,040,000",5,11,False,False
8,9,9,都市神話(A086),周俊樂,容天鵬,119,1057,8,4-1/4,11 11 11 9,1:40.23,30.0,2022-06-28,5,跑馬地,第四班,1650米,好地至快地,"HK$ 1,040,000",5,11,False,False
4,5,10,日輝煌(E339),莫雷拉,沈集成,120,1099,10,2-1/4,2 2 2 5,1:39.93,3.6,2022-06-28,5,跑馬地,第四班,1650米,好地至快地,"HK$ 1,040,000",5,11,False,False
3,4,11,盈嘉輝(C080),蔡明紹,徐雨石,117,1071,5,1-1/2,9 8 8 4,1:39.80,7.5,2022-06-28,5,跑馬地,第四班,1650米,好地至快地,"HK$ 1,040,000",5,11,False,False
2,3,1,巴薩諾瓦(G221),巴度,方嘉柏,135,1137,6,1/2,1 1 3,1:09.44,25.0,2022-06-28,6,跑馬地,第三班,1200米,好地至快地,"HK$ 1,570,000",3,12,False,True
9,10,2,神之水滴(E260),莫雷拉,蔡約翰,134,1126,7,4-1/2,3 3 10,1:10.08,7.7,2022-06-28,6,跑馬地,第三班,1200米,好地至快地,"HK$ 1,570,000",3,12,False,False
0,1,3,讓愛高飛(E413),何澤堯,告東尼,132,1016,5,-,8 7 1,1:09.36,11.0,2022-06-28,6,跑馬地,第三班,1200米,好地至快地,"HK$ 1,570,000",3,12,True,True
11,12,4,智勁駒(G285),田泰安,呂健威,128,1099,9,7-1/4,11 12 12,1:10.54,48.0,2022-06-28,6,跑馬地,第三班,1200米,好地至快地,"HK$ 1,570,000",3,12,False,False
4,5,5,天行健(E414),梁家俊,文家良,126,1019,8,2-1/4,10 9 5,1:09.70,10.0,2022-06-28,6,跑馬地,第三班,1200米,好地至快地,"HK$ 1,570,000",3,12,False,False
3,4,6,其藝先鋒(E440),薛恩,丁冠豪,125,1200,2,1/2,2 2 4,1:09.45,4.0,2022-06-28,6,跑馬地,第三班,1200米,好地至快地,"HK$ 1,570,000",3,12,False,False
10,11,7,齊心同行(E287),周俊樂,大衛希斯,119,1180,11,6-3/4,7 8 11,1:10.43,53.0,2022-06-28,6,跑馬地,第三班,1200米,好地至快地,"HK$ 1,570,000",3,12,False,False
7,8,8,快搏(E434),潘頓,賀賢,120,1055,12,3-1/2,12 11 8,1:09.91,6.6,2022-06-28,6,跑馬地,第三班,1200米,好地至快地,"HK$ 1,570,000",3,12,False,False
5,6,9,簹多福(D352),賀銘年,苗禮德,120,1088,1,2-1/4,5 4 6,1:09.71,7.6,2022-06-28,6,跑馬地,第三班,1200米,好地至快地,"HK$ 1,570,000",3,12,False,False
8,9,10,幸運旅程(E385),班德禮,羅富全,118,1155,10,4,9 10 9,1:10.01,16.0,2022-06-28,6,跑馬地,第三班,1200米,好地至快地,"HK$ 1,570,000",3,12,False,False
1,2,11,友心友型(E100),馬雅,葉楚航,117,1080,3,1/2,6 5 2,1:09.44,5.8,2022-06-28,6,跑馬地,第三班,1200米,好地至快地,"HK$ 1,570,000",3,12,False,True
6,7,12,木火同明(C460),蔡明紹,何良,117,1115,4,3,4 6 7,1:09.83,19.0,2022-06-28,6,跑馬地,第三班,1200米,好地至快地,"HK$ 1,570,000",3,12,False,False
6,7,1,人和家興(E061),薛恩,大衛希斯,134,1195,3,4-1/4,2 3 7,0:57.36,12.0,2022-06-28,8,跑馬地,第三班,1000米,好地至快地,"HK$ 1,570,000",5,12,False,False
4,5,2,勇創派對(E368),陳嘉熙,呂健威,126,1026,7,3-3/4,7 7 5,0:57.30,44.0,2022-06-28,8,跑馬地,第三班,1000米,好地至快地,"HK$ 1,570,000",5,12,False,False
2,3,3,飛凡(E271),莫雷拉,蔡約翰,131,1100,2,3-1/2,6 6 3,0:57.23,7.5,2022-06-28,8,跑馬地,第三班,1000米,好地至快地,"HK$ 1,570,000",5,12,False,True
5,6,4,你知我勝(D451),梁家俊,姚本輝,129,1167,5,4,5 5 6,0:57.33,10.0,2022-06-28,8,跑馬地,第三班,1000米,好地至快地,"HK$ 1,570,000",5,12,False,False
0,1,5,宜春輝煌(D385),希威森,韋達,126,1126,10,-,4 2 1,0:56.68,16.0,2022-06-28,8,跑馬地,第三班,1000米,好地至快地,"HK$ 1,570,000",5,12,True,True
3,4,6,華麗活力(G051),潘頓,羅富全,126,1073,6,3-3/4,8 9 4,0:57.29,1.9,2022-06-28,8,跑馬地,第三班,1000米,好地至快地,"HK$ 1,570,000",5,12,False,False
8,9,7,泉龍駒(E126),蔡明紹,丁冠豪,126,1099,8,5-1/2,10 8 9,0:57.55,95.0,2022-06-28,8,跑馬地,第三班,1000米,好地至快地,"HK$ 1,570,000",5,12,False,False
9,10,8,紅酒之寶(E101),黃俊,容天鵬,116,1178,1,5-1/2,3 4 10,0:57.57,10.0,2022-06-28,8,跑馬地,第三班,1000米,好地至快地,"HK$ 1,570,000",5,12,False,False
10,11,9,多多寶驥(D243),馬雅,苗禮德,119,1201,9,6,9 10 11,0:57.64,46.0,2022-06-28,8,跑馬地,第三班,1000米,好地至快地,"HK$ 1,570,000",5,12,False,False
11,12,10,謙謙君子(G352),潘明輝,何良,116,1003,12,6-1/4,12 11 12,0:57.68,63.0,2022-06-28,8,跑馬地,第三班,1000米,好地至快地,"HK$ 1,570,000",5,12,False,False
1,2,11,輗多福(E105),巫顯東,徐雨石,116,1237,4,2-1/2,1 1 2,0:57.10,8.0,2022-06-28,8,跑馬地,第三班,1000米,好地至快地,"HK$ 1,570,000",5,12,False,True
7,8,12,喜傲龍(E352),巴度,方嘉柏,116,1169,11,4-3/4,11 12 8,0:57.46,27.0,2022-06-28,8,跑馬地,第三班,1000米,好地至快地,"HK$ 1,570,000",5,12,False,False
5,6,1,祥勝霸駒(G196),馬雅,韋達,133,1173,10,5-1/2,2 3 6,1:12.01,5.9,2022-07-01,10,沙田,第三班,1200米,黏地至軟地,"HK$ 1,570,000",6,12,False,False
10,11,2,好好學習(C458),周俊樂,鄭俊偉,130,1050,3,12-1/4,4 4 11,1:13.10,19.0,2022-07-01,10,沙田,第三班,1200米,黏地至軟地,"HK$ 1,570,000",6,12,False,False
11,12,3,自然輝煌(G104),薛恩,呂健威,133,1155,6,18-1/4,5 6 12,1:14.07,13.0,2022-07-01,10,沙田,第三班,1200米,黏地至軟地,"HK$ 1,570,000",6,12,False,False
2,3,4,識贏(G275),莫雷拉,羅富全,132,1090,9,4-1/2,1 2 3,1:11.88,2.4,2022-07-01,10,沙田,第三班,1200米,黏地至軟地,"HK$ 1,570,000",6,12,False,True
7,8,5,戰鬥英雄(D050),陳嘉熙,方嘉柏,122,1083,4,8-3/4,10 11 8,1:12.56,25.0,2022-07-01,10,沙田,第三班,1200米,黏地至軟地,"HK$ 1,570,000",6,12,False,False
0,1,6,電源之駒(E301),巴度,蔡約翰,127,1070,1,-,12 8 1,1:11.14,6.1,2022-07-01,10,沙田,第三班,1200米,黏地至軟地,"HK$ 1,570,000",6,12,True,True
8,9,7,超勁寶寶(G364),潘明輝,姚本輝,123,1181,2,9-3/4,7 5 9,1:12.70,19.0,2022-07-01,10,沙田,第三班,1200米,黏地至軟地,"HK$ 1,570,000",6,12,False,False
3,4,8,勝利同盟(G298),田泰安,苗禮德,122,1181,12,5,9 10 4,1:11.96,47.0,2022-07-01,10,沙田,第三班,1200米,黏地至軟地,"HK$ 1,570,000",6,12,False,False
1,2,9,綠色有料(G334),潘頓,蘇偉賢,122,1253,7,3/4,3 1 2,1:11.27,7.6,2022-07-01,10,沙田,第三班,1200米,黏地至軟地,"HK$ 1,570,000",6,12,False,True
4,5,10,帝豪寶寶(A050),嘉里,沈集成,122,1227,5,5-1/4,11 12 5,1:11.97,25.0,2022-07-01,10,沙田,第三班,1200米,黏地至軟地,"HK$ 1,570,000",6,12,False,False
9,10,11,摯多福(E205),巫顯東,徐雨石,120,1169,8,12,6 7 10,1:13.05,58.0,2022-07-01,10,沙田,第三班,1200米,黏地至軟地,"HK$ 1,570,000",6,12,False,False
6,7,12,虹鴻(D098),霍宏聲,賀賢,120,1198,11,6-1/4,8 9 7,1:12.13,21.0,2022-07-01,10,沙田,第三班,1200米,黏地至軟地,"HK$ 1,570,000",6,12,False,False
5,6,1,倍增勝數(E320),薛恩,大衛希斯,135,1146,2,2-1/2,4 4 6,1:10.95,7.7,2022-07-01,1,沙田,第五班,1200米,好地,"HK$ 780,000",11,12,False,False
1,2,2,精算其然(E307),班德禮,呂健威,135,995,3,頸位,5 5 2,1:10.64,18.0,2022-07-01,1,沙田,第五班,1200米,好地,"HK$ 780,000",11,12,False,True
4,5,3,佳尊三(D186),潘頓,蘇偉賢,134,1079,10,2-1/4,8 10 5,1:10.94,5.5,2022-07-01,1,沙田,第五班,1200米,好地,"HK$ 780,000",11,12,False,False
9,10,4,五邑之星(D503),田泰安,徐雨石,133,1090,12,4-1/4,2 1 10,1:11.24,5.5,2022-07-01,1,沙田,第五班,1200米,好地,"HK$ 780,000",11,12,False,False
10,11,5,潮州大兄(E188),周俊樂,容天鵬,129,1013,5,4-3/4,7 6 11,1:11.33,8.2,2022-07-01,1,沙田,第五班,1200米,好地,"HK$ 780,000",11,12,False,False
2,3,6,育成精彩(E359),馬雅,葉楚航,132,1132,1,1,3 3 3,1:10.73,5.0,2022-07-01,1,沙田,第五班,1200米,好地,"HK$ 780,000",11,12,False,True
7,8,7,鋼鐵福陞(E111),嘉里,鄭俊偉,132,1135,4,3-1/4,10 7 8,1:11.08,19.0,2022-07-01,1,沙田,第五班,1200米,好地,"HK$ 780,000",11,12,False,False
8,9,8,王者奇兵(C130),何澤堯,姚本輝,131,1163,6,3-1/4,9 9 9,1:11.09,15.0,2022-07-01,1,沙田,第五班,1200米,好地,"HK$ 780,000",11,12,False,False
3,4,9,富存英雄(D245),希威森,高伯新,127,1179,9,1,1 2 4,1:10.74,27.0,2022-07-01,1,沙田,第五班,1200米,好地,"HK$ 780,000",11,12,False,False
6,7,10,請讓路(E035),賀銘年,丁冠豪,127,1033,7,2-3/4,6 11 7,1:11.03,19.0,2022-07-01,1,沙田,第五班,1200米,好地,"HK$ 780,000",11,12,False,False
0,1,11,美滿將來(D115),蔡明紹,文家良,125,1100,11,-,12 8 1,1:10.57,13.0,2022-07-01,1,沙田,第五班,1200米,好地,"HK$ 780,000",11,12,True,True
11,12,12,電子寶貝(E088),潘明輝,方嘉柏,118,1107,8,6-1/2,11 12 12,1:11.60,15.0,2022-07-01,1,沙田,第五班,1200米,好地,"HK$ 780,000",11,12,False,False
11,12,1,快利高(G002),馬雅,高伯新,135,1138,8,15,11 12 12,1:14.78,60.0,2022-07-01,2,沙田,第四班,1200米,好地至黏地,"HK$ 1,040,000",8,12,False,False
5,6,2,星河小子(G212),班德禮,容天鵬,131,1130,9,3-1/2,2 2 6,1:12.95,8.2,2022-07-01,2,沙田,第四班,1200米,好地至黏地,"HK$ 1,040,000",8,12,False,False
7,8,3,魅影獵飛(G317),何澤堯,姚本輝,128,1133,5,4-1/4,10 8 8,1:13.08,6.2,2022-07-01,2,沙田,第四班,1200米,好地至黏地,"HK$ 1,040,000",8,12,False,False
4,5,4,鄉村之寶(G158),賀銘年,蔡約翰,128,1140,11,2-3/4,1 1 5,1:12.84,24.0,2022-07-01,2,沙田,第四班,1200米,好地至黏地,"HK$ 1,040,000",8,12,False,False
6,7,5,妙嘉輝(G114),黎海榮,徐雨石,128,1032,6,3-3/4,4 5 7,1:12.97,47.0,2022-07-01,2,沙田,第四班,1200米,好地至黏地,"HK$ 1,040,000",8,12,False,False
3,4,6,果然駿(G162),巴度,方嘉柏,128,1117,3,2-3/4,12 11 4,1:12.83,18.0,2022-07-01,2,沙田,第四班,1200米,好地至黏地,"HK$ 1,040,000",8,12,False,False
10,11,7,滿風雲(G281),楊明綸,丁冠豪,128,985,12,14-3/4,5 10 11,1:14.75,79.0,2022-07-01,2,沙田,第四班,1200米,好地至黏地,"HK$ 1,040,000",8,12,False,False
0,1,8,新力高升(G319),莫雷拉,蘇偉賢,128,1084,10,-,8 9 1,1:12.38,8.9,2022-07-01,2,沙田,第四班,1200米,好地至黏地,"HK$ 1,040,000",8,12,True,True
1,2,9,寶麗生輝(E323),嘉里,大衛希斯,124,1057,2,2-1/2,3 3 2,1:12.78,7.6,2022-07-01,2,沙田,第四班,1200米,好地至黏地,"HK$ 1,040,000",8,12,False,True
8,9,10,電子兄弟(E266),潘頓,文家良,120,1281,4,6-1/4,9 7 9,1:13.38,3.4,2022-07-01,2,沙田,第四班,1200米,好地至黏地,"HK$ 1,040,000",8,12,False,False
9,10,11,天足貓(G166),田泰安,苗禮德,119,1038,7,13,6 6 10,1:14.47,9.7,2022-07-01,2,沙田,第四班,1200米,好地至黏地,"HK$ 1,040,000",8,12,False,False
2,3,12,陸知(G120),希威森,葉楚航,118,1162,1,2-1/2,7 4 3,1:12.78,6.6,2022-07-01,2,沙田,第四班,1200米,好地至黏地,"HK$ 1,040,000",8,12,False,True
1,2,1,發財先鋒(G171),蔡明紹,羅富全,132,1137,7,6,1 2 2 2 2,1:51.96,8.2,2022-07-01,3,沙田,第二班,1800米,黏地,"HK$ 2,400,000",8,9,False,True
4,5,2,加州十大(E045),田泰安,告東尼,131,1109,2,9-1/2,5 6 5 5 5,1:52.53,11.0,2022-07-01,3,沙田,第二班,1800米,黏地,"HK$ 2,400,000",8,9,False,False
5,6,3,北極光(D105),潘頓,賀賢,130,1092,3,9-3/4,3 4 4 4 6,1:52.54,8.2,2022-07-01,3,沙田,第二班,1800米,黏地,"HK$ 2,400,000",8,9,False,False
8,9,4,天駟(D393),潘明輝,羅富全,128,1122,9,31-3/4,9 8 8 9 9,1:56.06,17.0,2022-07-01,3,沙田,第二班,1800米,黏地,"HK$ 2,400,000",8,9,False,False
2,3,5,健康快駒(G010),賀銘年,蔡約翰,128,972,6,6-3/4,8 9 9 8 3,1:52.07,6.0,2022-07-01,3,沙田,第二班,1800米,黏地,"HK$ 2,400,000",8,9,False,True
7,8,6,天池怪俠(B350),何澤堯,蘇偉賢,124,1148,4,19-1/4,7 7 7 6 8,1:54.09,22.0,2022-07-01,3,沙田,第二班,1800米,黏地,"HK$ 2,400,000",8,9,False,False
6,7,7,勤德兼備(A071),巫顯東,賀賢,121,1063,1,13-3/4,6 5 6 7 7,1:53.21,23.0,2022-07-01,3,沙田,第二班,1800米,黏地,"HK$ 2,400,000",8,9,False,False
0,1,8,笑哥兒(E365),巴度,蔡約翰,121,1038,5,-,2 1 1 1 1,1:51.00,3.7,2022-07-01,3,沙田,第二班,1800米,黏地,"HK$ 2,400,000",8,9,True,True
3,4,9,醉眼光(G018),莫雷拉,蔡約翰,120,1147,8,7-1/2,4 3 3 3 4,1:52.20,3.3,2022-07-01,3,沙田,第二班,1800米,黏地,"HK$ 2,400,000",8,9,False,False
1,2,1,勇敢動力(D153),薛恩,告東尼,135,1180,5,2-1/4,10 10 9 2,1:26.26,11.0,2022-07-01,4,沙田,第五班,1400米,黏地,"HK$ 780,000",14,14,False,True
6,7,2,妙算騰飛(C519),潘頓,羅富全,135,1111,2,7,6 5 2 7,1:27.02,4.4,2022-07-01,4,沙田,第五班,1400米,黏地,"HK$ 780,000",14,14,False,False
7,8,3,極爽(C131),陳嘉熙,丁冠豪,128,1120,7,10-1/4,1 2 3 8,1:27.53,26.0,2022-07-01,4,沙田,第五班,1400米,黏地,"HK$ 780,000",14,14,False,False
8,9,4,日日靚(D070),田泰安,方嘉柏,131,1132,8,10-1/2,14 14 13 9,1:27.59,26.0,2022-07-01,4,沙田,第五班,1400米,黏地,"HK$ 780,000",14,14,False,False
11,12,5,東龍陣(B394),周俊樂,容天鵬,128,1160,1,18-1/2,9 8 7 12,1:28.84,13.0,2022-07-01,4,沙田,第五班,1400米,黏地,"HK$ 780,000",14,14,False,False
5,6,6,旅遊達人(E170),何澤堯,徐雨石,127,1019,12,6-1/4,11 11 10 6,1:26.91,11.0,2022-07-01,4,沙田,第五班,1400米,黏地,"HK$ 780,000",14,14,False,False
4,5,7,旅英福星(C368),希威森,何良,126,1040,14,6-1/4,12 12 12 5,1:26.88,21.0,2022-07-01,4,沙田,第五班,1400米,黏地,"HK$ 780,000",14,14,False,False
3,4,8,生生勝勝(C110),莫雷拉,姚本輝,126,1001,3,3-3/4,7 7 6 4,1:26.50,3.5,2022-07-01,4,沙田,第五班,1400米,黏地,"HK$ 780,000",14,14,False,False
12,13,9,招財勝駒(E169),馬雅,呂健威,125,994,9,22-1/4,13 13 14 13,1:29.44,83.0,2022-07-01,4,沙田,第五班,1400米,黏地,"HK$ 780,000",14,14,False,False
10,11,10,冰雪聰明(D103),霍宏聲,葉楚航,120,1028,4,14,2 4 4 11,1:28.14,42.0,2022-07-01,4,沙田,第五班,1400米,黏地,"HK$ 780,000",14,14,False,False
9,10,11,勇寶駒(E238),班德禮,苗禮德,117,1084,13,11-1/4,5 9 11 10,1:27.68,53.0,2022-07-01,4,沙田,第五班,1400米,黏地,"HK$ 780,000",14,14,False,False
13,14,12,堅離地(A235),潘明輝,高伯新,115,1113,11,22-3/4,8 6 8 14,1:29.53,17.0,2022-07-01,4,沙田,第五班,1400米,黏地,"HK$ 780,000",14,14,False,False
2,3,13,紅海之星(D317),巴度,文家良,116,1061,10,3,3 3 5 3,1:26.37,8.0,2022-07-01,4,沙田,第五班,1400米,黏地,"HK$ 780,000",14,14,False,True
0,1,14,海王駒(D063),蔡明紹,鄭俊偉,115,1067,6,-,4 1 1 1,1:25.89,10.0,2022-07-01,4,沙田,第五班,1400米,黏地,"HK$ 780,000",14,14,True,True
1,2,1,風流人物(D498),潘頓,大衛希斯,134,1192,10,1/2,5 3 2,0:58.17,5.2,2022-07-01,5,沙田,第四班,1000米,黏地,"HK$ 1,040,000",9,14,False,True
2,3,2,英雄豪傑(G207),蔡明紹,文家良,131,1168,9,1,7 6 3,0:58.25,8.0,2022-07-01,5,沙田,第四班,1000米,黏地,"HK$ 1,040,000",9,14,False,True
11,12,3,威妙星(D356),潘明輝,容天鵬,126,1200,13,10-3/4,2 2 12,0:59.82,6.5,2022-07-01,5,沙田,第四班,1000米,黏地,"HK$ 1,040,000",9,14,False,False
3,4,4,同有友(D048),何澤堯,蘇保羅,128,1232,12,2,4 5 4,0:58.42,10.0,2022-07-01,5,沙田,第四班,1000米,黏地,"HK$ 1,040,000",9,14,False,False
8,9,5,萬里飛至(E204),田泰安,蘇偉賢,127,1076,1,5-3/4,9 9 9,0:58.99,10.0,2022-07-01,5,沙田,第四班,1000米,黏地,"HK$ 1,040,000",9,14,False,False
